"COUNTRY","Country","ISC11_LEVEL_CAT","Level of education","REF_SECTOR","Reference sector","INDICATOR","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,15.752,,
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,15.894,,
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,22.722,,
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,21.871,,
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,23.664,,
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,24.681,,
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,21.082,,
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"z","Not applicable"
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"z","Not applicable"
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"z","Not applicable"
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"z","Not applicable"
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"z","Not applicable"
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,22.722,,
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,21.871,,
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,23.664,,
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,24.681,,
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,21.082,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,16.571,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,16.074,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,16.451,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,16.277,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,16.23,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,16.064,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,15.612,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,15.941,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,15.752,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,15.894,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,22.722,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,21.871,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,23.664,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,24.681,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,21.082,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"z","Not applicable"
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"z","Not applicable"
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"z","Not applicable"
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"z","Not applicable"
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"z","Not applicable"
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,22.722,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,21.871,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,23.664,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,24.681,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,21.082,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2005","2005",,,"0","Units",,,15.565,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2010","2010",,,"0","Units",,,16.815,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2011","2011",,,"0","Units",,,17.485,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2012","2012",,,"0","Units",,,18.093,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,18.424,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,20.416,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,19.122,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,19.606,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,20.134,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2005","2005",,,"0","Units",,,15.61,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2010","2010",,,"0","Units",,,16.874,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2011","2011",,,"0","Units",,,17.546,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2012","2012",,,"0","Units",,,18.157,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,18.487,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,20.508,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,19.197,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,19.687,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,20.222,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2005","2005",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2010","2010",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2011","2011",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2012","2012",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,12.717,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,12.988,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,12.784,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,12.951,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,13.239,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2005","2005",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2010","2010",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2011","2011",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2012","2012",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,,"z","Not applicable"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,,"z","Not applicable"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,,"z","Not applicable"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,,"z","Not applicable"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,,"z","Not applicable"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2005","2005",,,"0","Units",,,9.86,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2010","2010",,,"0","Units",,,10.73,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2011","2011",,,"0","Units",,,11.226,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2012","2012",,,"0","Units",,,11.955,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,12.717,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,12.988,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,12.784,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,12.951,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,13.239,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2005","2005",,,"0","Units",,,18.842,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2010","2010",,,"0","Units",,,18.166,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2011","2011",,,"0","Units",,,18.213,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2012","2012",,,"0","Units",,,18.303,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,18.43,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,18.824,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,19.015,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,19.385,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,19.477,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2005","2005",,,"0","Units",,,18.909,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2010","2010",,,"0","Units",,,18.239,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2011","2011",,,"0","Units",,,18.285,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2012","2012",,,"0","Units",,,18.374,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,18.5,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,18.898,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,19.092,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,19.465,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,19.559,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2005","2005",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2010","2010",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2011","2011",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2012","2012",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,11.386,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,11.625,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,11.656,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,11.849,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,12.009,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2005","2005",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2010","2010",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2011","2011",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2012","2012",,,"0","Units",,,,"M","Missing value; data cannot exist"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,,"z","Not applicable"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,,"z","Not applicable"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,,"z","Not applicable"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,,"z","Not applicable"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,,"z","Not applicable"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2005","2005",,,"0","Units",,,9.597,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2010","2010",,,"0","Units",,,9.877,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2011","2011",,,"0","Units",,,10.12,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2012","2012",,,"0","Units",,,10.858,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,11.386,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,11.625,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,11.656,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,11.849,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,12.009,,
"RUS","Russia","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,9.577,,
"RUS","Russia","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,9.577,,
"RUS","Russia","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,10.648,,
"RUS","Russia","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,10.965,,
"RUS","Russia","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,11.031,,
"RUS","Russia","L0","Early childhood education  (ISCED2011 level 0)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,9.611,,
"RUS","Russia","L0","Early childhood education  (ISCED2011 level 0)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,9.611,,
"RUS","Russia","L0","Early childhood education  (ISCED2011 level 0)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,10.705,,
"RUS","Russia","L0","Early childhood education  (ISCED2011 level 0)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,11.036,,
